ID,labeled_data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjp1a6da3np9n0d40lb89b5fn,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.30%20PM.png?alt=media&token=5fd720a9-285b-47c7-885c-4516d53686fe,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,3.195,Screen Shot 2018-11-14 at 12.33.30 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6da3np9n0d40lb89b5fn
cjp1a6fia6xdc0975c0kwr4wd,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.28%20PM.png?alt=media&token=0e688be3-b9de-4f4a-a1b4-bf089c809dec,"{""which_letter"":""e""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.937,Screen Shot 2018-11-14 at 12.33.28 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6fia6xdc0975c0kwr4wd
cjp1a6h9t6xe90975brgxonp2,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.25%20PM.png?alt=media&token=9e7b3517-10bd-48f1-8e79-b0557f1da645,"{""which_letter"":""y""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.208,Screen Shot 2018-11-14 at 12.33.25 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6h9t6xe90975brgxonp2
cjp1a6jpxnpd00d40m3zos526,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.23%20PM.png?alt=media&token=1318756e-6c7c-440f-a642-9b566be31ca0,"{""which_letter"":""o""}",alexfaus08@gmail.com,Letters,1.54342E+12,3.241,Screen Shot 2018-11-14 at 12.33.23 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6jpxnpd00d40m3zos526
cjp1a6lpu6xgo0975yba5xl5f,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.20%20PM.png?alt=media&token=1cd2fe39-a0f1-4511-9111-ec30e3b5bbd9,"{""which_letter"":""n""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.449,Screen Shot 2018-11-14 at 12.33.20 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6lpu6xgo0975yba5xl5f
cjp1a6nbi6xhn0975q5114scy,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.17%20PM.png?alt=media&token=3aa783f5-56c7-43f0-b8ec-7abdecf7b67d,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.219,Screen Shot 2018-11-14 at 12.33.17 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6nbi6xhn0975q5114scy
cjp1a6owl6xia0975kbw7r1a6,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.15%20PM.png?alt=media&token=2713a89f-dac3-402c-9041-64536d196d3d,"{""which_letter"":""s""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.056,Screen Shot 2018-11-14 at 12.33.15 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6owl6xia0975kbw7r1a6
cjp1a6qxk6xjr0975sjfkj69r,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.12%20PM.png?alt=media&token=982890f7-c764-48b1-9c0a-aa4146b9d74a,"{""which_letter"":""f""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.559,Screen Shot 2018-11-14 at 12.33.12 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6qxk6xjr0975sjfkj69r
cjp1a6s3g6xkz0975msoaxbbi,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.10%20PM.png?alt=media&token=71108c6e-b776-48e0-98bd-471c49a8990d,"{""which_letter"":""e""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.57,Screen Shot 2018-11-14 at 12.33.10 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6s3g6xkz0975msoaxbbi
cjp1a6usb6xmy09757akj6b5r,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.05%20PM.png?alt=media&token=233328e3-f9b2-4cd2-8c6e-46627ef57e58,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,3.45,Screen Shot 2018-11-14 at 12.33.05 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6usb6xmy09757akj6b5r
cjp1a6w20npiv0d40usrymdwm,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.02%20PM.png?alt=media&token=9a56297e-fe83-471f-9dfa-ec33f0df9b74,"{""which_letter"":""u""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.646,Screen Shot 2018-11-14 at 12.33.02 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6w20npiv0d40usrymdwm
cjp1a6zstnpk20d403xet41ml,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.33.00%20PM.png?alt=media&token=0ac7b114-1de3-49f7-8b70-fa0735eee1e7,"{""which_letter"":""d""}",alexfaus08@gmail.com,Letters,1.54342E+12,4.781,Screen Shot 2018-11-14 at 12.33.00 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a6zstnpk20d403xet41ml
cjp1a71fj6xpi0975th767u3n,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.58%20PM.png?alt=media&token=7ca9b753-e0dd-4e4d-8d96-c7b832ffab38,"{""which_letter"":""a""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.054,Screen Shot 2018-11-14 at 12.32.58 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a71fj6xpi0975th767u3n
cjp1a72lm6xqb0975wt159jb1,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.55%20PM.png?alt=media&token=68c38a86-7784-4c4e-8a00-cd557f9e2016,"{""which_letter"":""d""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.636,Screen Shot 2018-11-14 at 12.32.55 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a72lm6xqb0975wt159jb1
cjp1a74jc6xr90975y33pgghw,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.53%20PM.png?alt=media&token=2d4a7471-080e-4bf1-9085-ba40d6a7c37a,"{""which_letter"":""u""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.344,Screen Shot 2018-11-14 at 12.32.53 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a74jc6xr90975y33pgghw
cjp1a75y7npmd0d406ekp3y05,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.51%20PM.png?alt=media&token=d64ddb68-5649-46c8-899e-357531e57393,"{""which_letter"":""a""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.969,Screen Shot 2018-11-14 at 12.32.51 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a75y7npmd0d406ekp3y05
cjp1a77mm6xt00975c2ntppz0,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.46%20PM.png?alt=media&token=150a184e-4457-4408-a8e4-153c609fd57d,"{""which_letter"":""l""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.158,Screen Shot 2018-11-14 at 12.32.46 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a77mm6xt00975c2ntppz0
cjp1a79al6xtt0975hfuu0cwu,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.28%20PM.png?alt=media&token=cd6802c5-fea1-42ed-89bf-fd993ebeac98,"{""which_letter"":""w""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.1,Screen Shot 2018-11-14 at 12.32.28 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a79al6xtt0975hfuu0cwu
cjp1a7b8l6xv50975zkx5jogy,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.23%20PM.png?alt=media&token=eb4b9199-9c07-44d3-8e64-4ae4b1fb2690,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.455,Screen Shot 2018-11-14 at 12.32.23 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7b8l6xv50975zkx5jogy
cjp1a7cws6xvx0975imiik1tz,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.21%20PM.png?alt=media&token=749c8741-80ac-4e8c-9873-b7fb82849e13,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.289,Screen Shot 2018-11-14 at 12.32.21 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7cws6xvx0975imiik1tz
cjp1a7fc4npq50d400oai545u,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.19%20PM.png?alt=media&token=b9a3cf9f-348f-4f70-8999-97561b2b3127,"{""which_letter"":""g""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.882,Screen Shot 2018-11-14 at 12.32.19 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7fc4npq50d400oai545u
cjp1a7gjpnpqz0d40pt4ypwqo,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.15%20PM.png?alt=media&token=7f735483-4218-42d7-a27c-a5a0f1594333,"{""which_letter"":""i""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.841,Screen Shot 2018-11-14 at 12.32.15 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7gjpnpqz0d40pt4ypwqo
cjp1a7icq6xy30975dw2sevd5,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.13%20PM.png?alt=media&token=a00c910c-8934-4be1-8520-bf7cadf51b84,"{""which_letter"":""b""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.283,Screen Shot 2018-11-14 at 12.32.13 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7icq6xy30975dw2sevd5
cjp1a7k9z6xyw0975crask1nr,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.10%20PM.png?alt=media&token=e4e04750-4b28-42be-9232-d50059bf1b59,"{""which_letter"":""s""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.45,Screen Shot 2018-11-14 at 12.32.10 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7k9z6xyw0975crask1nr
cjp1a7lpu6y0c09756gniyk19,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.08%20PM.png?alt=media&token=622faac9-4d73-45f0-b26b-084cea41c6fc,"{""which_letter"":""a""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.921,Screen Shot 2018-11-14 at 12.32.08 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7lpu6y0c09756gniyk19
cjp1a7nr4nptk0d40k9saxvo9,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.04%20PM.png?alt=media&token=efff83df-b1f3-448b-b7b5-1597e35c1211,"{""which_letter"":""o""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.639,Screen Shot 2018-11-14 at 12.32.04 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7nr4nptk0d40k9saxvo9
cjp1a7p42npu70d40ox0rbsov,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.32.03%20PM.png?alt=media&token=33c47138-48f8-4969-88df-8409e0f3f8a1,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.606,Screen Shot 2018-11-14 at 12.32.03 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7p42npu70d40ox0rbsov
cjp1a7qm66y270975hyc6mt9x,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.31.58%20PM.png?alt=media&token=0008ddf9-6c20-431e-89b4-fb8b3727a87f,"{""which_letter"":""e""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.105,Screen Shot 2018-11-14 at 12.31.58 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7qm66y270975hyc6mt9x
cjp1a7s4w6y2y0975uj16kiyk,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.31.55%20PM.png?alt=media&token=d50d37e1-2016-4c81-af33-a80758c6d649,"{""which_letter"":""d""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.906,Screen Shot 2018-11-14 at 12.31.55 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7s4w6y2y0975uj16kiyk
cjp1a7u156y3q0975qzfu60n3,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.31.53%20PM.png?alt=media&token=e21f2529-8647-4fdc-ba9f-716dad6e751f,"{""which_letter"":""r""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.422,Screen Shot 2018-11-14 at 12.31.53 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7u156y3q0975qzfu60n3
cjp1a7v1a6y460975gtkd7zz4,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.31.50%20PM.png?alt=media&token=b19dc8ea-5530-4820-9bcb-83b0f1fdb81a,"{""which_letter"":""r""}",alexfaus08@gmail.com,Letters,1.54342E+12,1.363,Screen Shot 2018-11-14 at 12.31.50 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7v1a6y460975gtkd7zz4
cjp1a7wqinpy40d40ax4qxm00,https://firebasestorage.googleapis.com/v0/b/labelbox-193903.appspot.com/o/cjohb3ei2evet0738z70vhnh9%2Fc2e465ce-a2f7-46a6-9e08-e9059f1be415%2FScreen%20Shot%202018-11-14%20at%2012.31.48%20PM.png?alt=media&token=3bec4591-f3a7-46f8-a430-bcb9f976ed7c,"{""which_letter"":""t""}",alexfaus08@gmail.com,Letters,1.54342E+12,2.146,Screen Shot 2018-11-14 at 12.31.48 PM.png,,Scrabble,[],https://image-segmentation-v4.labelbox.com?project=cjp1a01dknmwu0d40nj8uwpj3&label=cjp1a7wqinpy40d40ax4qxm00
